Punta Gorda	Punta Gorda	Belize	Toledo	BLZ
Punakha	Punakha	Bhutan	Punakha	BTN
Samtse	Samtse	Bhutan	Samtse	BTN
Gevgelija	Gevgelija	Macedonia	Gevgelija	MKD
Šakiai	Sakiai	Lithuania	Šakiai	LTU
Aībak	Aibak	Afghanistan	Samangān	AFG
Mauren	Mauren	Liechtenstein	Mauren	LIE
Iklin	Iklin	Malta	Iklin	MLT
Šentjur	Sentjur	Slovenia	Šentjur	SVN
Bled	Bled	Slovenia	Bled	SVN
Nieuw Amsterdam	Nieuw Amsterdam	Suriname	Commewijne	SUR
Puerto Lempira	Puerto Lempira	Honduras	Gracias a Dios	HND
Bolama	Bolama	Guinea-Bissau	Bolama/Bijagós	GNB
Eschen	Eschen	Liechtenstein	Eschen	LIE
Irig	Irig	Serbia	Irig	SRB
Balzers	Balzers	Liechtenstein	Balzers	LIE
Klaksvík	Klaksvik	Faroe Islands		FRO
Kuala Belait	Kuala Belait	Brunei	Belait	BRN
Hưng Yên	Hung Yen	Vietnam	Hưng Yên	VNM
Bururi	Bururi	Burundi	Bururi	BDI
Gambēla	Gambela	Ethiopia	Gambēla Hizboch	ETH
Floriana	Floriana	Malta	Floriana	MLT
Čoka	Coka	Serbia	Čoka	SRB
Radoviš	Radovis	Macedonia	Radoviš	MKD
Kalkara	Kalkara	Malta	Kalkara	MLT
Šilalė	Silale	Lithuania	Šilalė	LTU
Ordino	Ordino	Andorra	Ordino	AND
Imqabba	Imqabba	Malta	Imqabba	MLT
Bueng Kan	Bueng Kan	Thailand	Bueng Kan	THA
Sevnica	Sevnica	Slovenia	Sevnica	SVN
Valka	Valka	Latvia	Valkas Novads	LVA
Remich	Remich	Luxembourg	Remich	LUX
Şuşa	Susa	Azerbaijan	Şuşa	AZE
Trakai	Trakai	Lithuania	Trakai	LTU
Black River	Black River	Jamaica	Saint Elizabeth	JAM
Dravograd	Dravograd	Slovenia	Dravograd	SVN
Pakruojis	Pakruojis	Lithuania	Pakruojis	LTU
João Teves	Joao Teves	Cabo Verde	São Lourenço dos Órgãos	CPV
Ilirska Bistrica	Ilirska Bistrica	Slovenia	Ilirska Bistrica	SVN
Gudja	Gudja	Malta	Gudja	MLT
Cerknica	Cerknica	Slovenia	Cerknica	SVN
Marsaxlokk	Marsaxlokk	Malta	Marsaxlokk	MLT
Laško	Lasko	Slovenia	Laško	SVN
Ruše	Ruse	Slovenia	Ruše	SVN
Šempeter pri Gorici	Sempeter pri Gorici	Slovenia	Šempeter-Vrtojba	SVN
Dingli	Dingli	Malta	Dingli	MLT
Bensonville	Bensonville	Liberia	Montserrado	LBR
Calheta de São Miguel	Calheta de Sao Miguel	Cabo Verde	São Miguel	CPV
Tunceli	Tunceli	Turkey	Tunceli	TUR
Kirkop	Kirkop	Malta	Kirkop	MLT
Għargħur	Gharghur	Malta	Għargħur	MLT
Canillo	Canillo	Andorra	Canillo	AND
Žiri	Ziri	Slovenia	Žiri	SVN
Gornja Radgona	Gornja Radgona	Slovenia	Gornja Radgona	SVN
Kaberamaido	Kaberamaido	Uganda	Kaberamaido	UGA
Švenčionys	Svencionys	Lithuania	Švenčionys	LTU
Wabag	Wabag	Papua New Guinea	Enga	PNG
Xewkija	Xewkija	Malta	Xewkija	MLT
Ağdam	Agdam	Azerbaijan	Ağdam	AZE
Bugiri	Bugiri	Uganda	Bugiri	UGA
Trebnje	Trebnje	Slovenia	Trebnje	SVN
Deçan	Decan	Kosovo	Deçan	XKS
Kärdla	Kardla	Estonia	Hiiumaa	EST
Piran	Piran	Slovenia	Piran	SVN
Kalvarija	Kalvarija	Lithuania	Kalvarijos	LTU
Janjanbureh	Janjanbureh	The Gambia	Central River	GMB
Cankuzo	Cankuzo	Burundi	Cankuzo	BDI
Kudahuvadhoo	Kudahuvadhoo	Maldives	Nilandhe Atholhu Dhekunuburi	MDV
Moroto	Moroto	Uganda	Moroto	UGA
Massenya	Massenya	Chad	Chari-Baguirmi	TCD
Imġarr	Imgarr	Malta	Imġarr	MLT
Lazdijai	Lazdijai	Lithuania	Lazdijai	LTU
Berovo	Berovo	Macedonia	Berovo	MKD
Ankaran	Ankaran	Slovenia	Ankaran	SVN
Kruševo	Krusevo	Macedonia	Kruševo	MKD
Imtarfa	Imtarfa	Malta	Imtarfa	MLT
Louang Namtha	Louang Namtha	Laos	Louangnamtha	LAO
Xai	Xai	Laos	Oudômxai	LAO
Sveti Nikole	Sveti Nikole	Macedonia	Sveti Nikole	MKD
Tutin	Tutin	Serbia	Tutin	SRB
Cantemir	Cantemir	Moldova	Cantemir	MDA
Xgħajra	Xghajra	Malta	Xgħajra	MLT
Alibunar	Alibunar	Serbia	Alibunar	SRB
Hoima	Hoima	Uganda	Hoima	UGA
Ainaro	Ainaro	Timor-Leste	Ainaro	TLS
Kulhudhuffushi	Kulhudhuffushi	Maldives	Thiladhunmathee Dhekunuburi	MDV
Qrendi	Qrendi	Malta	Qrendi	MLT
Lenart v Slovenskih Goricah	Lenart v Slovenskih Goricah	Slovenia	Lenart	SVN
Ulbroka	Ulbroka	Latvia	Ropažu Novads	LVA
Mežica	Mezica	Slovenia	Mežica	SVN
Demir Kapija	Demir Kapija	Macedonia	Demir Kapija	MKD
Saulkrasti	Saulkrasti	Latvia	Saulkrastu Novads	LVA
Thinadhoo	Thinadhoo	Maldives	Huvadhu Atholhu Dhekunuburi	MDV
Groningen	Groningen	Suriname	Saramacca	SUR
Metlika	Metlika	Slovenia	Metlika	SVN
Qaqortoq	Qaqortoq	Greenland	Kujalleq	GRL
Għajnsielem	Ghajnsielem	Malta	Għajnsielem	MLT
Balaka	Balaka	Malawi	Balaka	MWI
Banlung	Banlung	Cambodia	Ratanakiri	KHM
Rietavas	Rietavas	Lithuania	Rietavo	LTU
Şahbuz	Sahbuz	Azerbaijan	Şahbuz	AZE
Borovnica	Borovnica	Slovenia	Borovnica	SVN
Porto Inglês	Porto Ingles	Cabo Verde	Maio	CPV
Delčevo	Delcevo	Macedonia	Delčevo	MKD
Aasiaat	Aasiaat	Greenland	Qaasuitsup	GRL
Rumphi	Rumphi	Malawi	Rumphi	MWI
Safi	Safi	Malta	Safi	MLT
Tallaght	Tallaght	Ireland	South Dublin	IRL
Lethem	Lethem	Guyana	Upper Takutu-Upper Essequibo	GUY
Mabaruma	Mabaruma	Guyana	Barima-Waini	GUY
Mandalgovĭ	Mandalgovi	Mongolia	Dundgovĭ	MNG
Lendava	Lendava	Slovenia	Lendava	SVN
Bogdanci	Bogdanci	Macedonia	Bogdanci	MKD
Vojnik	Vojnik	Slovenia	Vojnik	SVN
Wicklow	Wicklow	Ireland	Wicklow	IRL
Thulusdhoo	Thulusdhoo	Maldives	Maale Atholhu	MDV
Arima	Arima	Trinidad And Tobago	Arima	TTO
Fontana	Fontana	Malta	Fontana	MLT
Ta Khmau	Ta Khmau	Cambodia	Kandal	KHM
São Domingos	Sao Domingos	Cabo Verde	São Domingos	CPV
Radlje ob Dravi	Radlje ob Dravi	Slovenia	Radlje ob Dravi	SVN
Kerewan	Kerewan	The Gambia	North Bank	GMB
Aranđelovac	Arandelovac	Serbia	Aranđelovac	SRB
Rasdhoo	Rasdhoo	Maldives	Ari Atholhu Uthuruburi	MDV
Dhihdhoo	Dhihdhoo	Maldives	Thiladhunmathee Uthuruburi	MDV
Barclayville	Barclayville	Liberia	Grand Kru	LBR
Triesenberg	Triesenberg	Liechtenstein	Triesenberg	LIE
Ar Rayyān	Ar Rayyan	Qatar	Ar Rayyān	QAT
Negotino	Negotino	Macedonia	Negotino	MKD
Sannat	Sannat	Malta	Sannat	MLT
Qala	Qala	Malta	Qala	MLT
Bariadi	Bariadi	Tanzania	Simiyu	TZA
Cestos City	Cestos City	Liberia	River Cess	LBR
Tofol	Tofol	Federated States of Micronesia	Kosrae	FSM
Ruggell	Ruggell	Liechtenstein	Ruggell	LIE
Garoowe	Garoowe	Somalia	Nugaal	SOM
Wakiso	Wakiso	Uganda	Wakiso	UGA
Kapchorwa	Kapchorwa	Uganda	Kapchorwa	UGA
Ivanjica	Ivanjica	Serbia	Ivanjica	SRB
Vevčani	Vevcani	Macedonia	Vevčani	MKD
Fuerte Olimpo	Fuerte Olimpo	Paraguay	Alto Paraguay	PRY
Beltinci	Beltinci	Slovenia	Beltinci	SVN
Kabarnet	Kabarnet	Kenya	Baringo	KEN
Nida	Nida	Lithuania	Neringa	LTU
Phủ Lý	Phu Ly	Vietnam	Hà Nam	VNM
Birštonas	Birstonas	Lithuania	Birštono	LTU
Vianden	Vianden	Luxembourg	Vianden	LUX
Bundibugyo	Bundibugyo	Uganda	Bundibugyo	UGA
Yumbe	Yumbe	Uganda	Yumbe	UGA
Laçın	Lacin	Azerbaijan	Laçın	AZE
Kerċem	Kercem	Malta	Kerċem	MLT
Capellen	Capellen	Luxembourg	Capellen	LUX
Mukono	Mukono	Uganda	Mukono	UGA
Sihanoukville	Sihanoukville	Cambodia	Sihanoukville	KHM
Geita	Geita	Tanzania	Geita	TZA
Naklo	Naklo	Slovenia	Naklo	SVN
Gradsko	Gradsko	Macedonia	Gradsko	MKD
Cidade Velha	Cidade Velha	Cabo Verde	Ribeira Grande de Santiago	CPV
Priboj	Priboj	Serbia	Priboj	SRB
Clonmel	Clonmel	Ireland	Tipperary	IRL
Migori	Migori	Kenya	Migori	KEN
Phalombe	Phalombe	Malawi	Phalombe	MWI
Iten	Iten	Kenya	Elgeyo/Marakwet	KEN
Onverwacht	Onverwacht	Suriname	Para	SUR
Chiradzulu	Chiradzulu	Malawi	Chiradzulu	MWI
Same	Same	Timor-Leste	Manufahi	TLS
Jagodina	Jagodina	Serbia	Jagodina	SRB
Kerugoya	Kerugoya	Kenya	Kirinyaga	KEN
Veymandoo	Veymandoo	Maldives	Kolhumadulu	MDV
Sofifi	Sofifi	Indonesia	Maluku Utara	IDN
Šentjernej	Sentjernej	Slovenia	Šentjernej	SVN
Vipava	Vipava	Slovenia	Vipava	SVN
Ambrolauri	Ambrolauri	Georgia	Rach’a-Lechkhumi da Kvemo Svaneti	GEO
Radeče	Radece	Slovenia	Radeče	SVN
Valandovo	Valandovo	Macedonia	Valandovo	MKD
Buchanan	Buchanan	Liberia	Grand Bassa	LBR
Ormož	Ormoz	Slovenia	Ormož	SVN
Vuzenica	Vuzenica	Slovenia	Vuzenica	SVN
Munxar	Munxar	Malta	Munxar	MLT
Kriva Palanka	Kriva Palanka	Macedonia	Kriva Palanka	MKD
Viligili	Viligili	Maldives	Huvadhu Atholhu Uthuruburi	MDV
Kratovo	Kratovo	Macedonia	Kratovo	MKD
Kaabong	Kaabong	Uganda	Kaabong	UGA
Žabljak	Zabljak	Montenegro	Žabljak	MNE
Gamprin	Gamprin	Liechtenstein	Gamprin	LIE
Krivogaštani	Krivogastani	Macedonia	Krivogaštani	MKD
Zrnovci	Zrnovci	Macedonia	Zrnovci	MKD
Nyamira	Nyamira	Kenya	Nyamira	KEN
Sopište	Sopiste	Macedonia	Sopište	MKD
Trim	Trim	Ireland	Meath	IRL
Għarb	Gharb	Malta	Għarb	MLT
Lyantonde	Lyantonde	Uganda	Lyantonde	UGA
Odranci	Odranci	Slovenia	Odranci	SVN
La Palma	La Palma	Panama	Darién	PAN
Hithadhoo	Hithadhoo	Maldives	Addu Atholhu	MDV
Kirakira	Kirakira	Solomon Islands	Makira and Ulawa	SLB
Šabac	Sabac	Serbia	Šabac	SRB
Auki	Auki	Solomon Islands	Malaita	SLB
Dar Naim	Dar Naim	Mauritania	Nouakchott Nord	MRT
Machinga	Machinga	Malawi	Machinga	MWI
Carrick on Shannon	Carrick on Shannon	Ireland	Leitrim	IRL
Varakļāni	Varaklani	Latvia	Varakļānu Novads	LVA
Aioun	Aioun	Mauritania	Hodh el Gharbi	MRT
Vĩnh Yên	Vinh Yen	Vietnam	Vĩnh Phúc	VNM
Pehčevo	Pehcevo	Macedonia	Pehčevo	MKD
Totness	Totness	Suriname	Coronie	SUR
Ropaži	Ropazi	Latvia	Ropažu Novads	LVA
Mawlamyine	Mawlamyine	Myanmar	Mon State	MMR
Xuddur	Xuddur	Somalia	Bakool	SOM
Plasnica	Plasnica	Macedonia	Plasnica	MKD
Smederevo	Smederevo	Serbia	Smederevo	SRB
Fomboni	Fomboni	Comoros	Mohéli	COM
Bududa	Bududa	Uganda	Bududa	UGA
Arilje	Arilje	Serbia	Arilje	SRB
Tearce	Tearce	Macedonia	Tearce	MKD
Vladičin Han	Vladicin Han	Serbia	Vladičin Han	SRB
Sotik Post	Sotik Post	Kenya	Bomet	KEN
Felidhoo	Felidhoo	Maldives	Felidhu Atholhu	MDV
Bovec	Bovec	Slovenia	Bovec	SVN
Nova Varoš	Nova Varos	Serbia	Nova Varoš	SRB
Clervaux	Clervaux	Luxembourg	Clervaux	LUX
Tullamore	Tullamore	Ireland	Offaly	IRL
Manafwa	Manafwa	Uganda	Manafwa	UGA
Murang’a	Murang'a	Kenya	Murang’a	KEN
Foammulah	Foammulah	Maldives	Fuvammulah	MDV
Bu’aale	Bu'aale	Somalia	Jubbada Dhexe	SOM
Mogila	Mogila	Macedonia	Mogila	MKD
Kuršumlija	Kursumlija	Serbia	Kuršumlija	SRB
Aleksandrovac	Aleksandrovac	Serbia	Aleksandrovac	SRB
Xékong	Xekong	Laos	Xékong	LAO
Castlebar	Castlebar	Ireland	Mayo	IRL
Xocalı	Xocali	Azerbaijan	Xocalı	AZE
Nilandhoo	Nilandhoo	Maldives	Nilandhe Atholhu Uthuruburi	MDV
Pakxan	Pakxan	Laos	Bolikhamxai	LAO
Taro	Taro	Solomon Islands	Choiseul	SLB
Schellenberg	Schellenberg	Liechtenstein	Schellenberg	LIE
Kurunegala	Kurunegala	Sri Lanka	North Western	LKA
Vreed-en-Hoop	Vreed-en-Hoop	Guyana	Essequibo Islands-West Demerara	GUY
Santo António	Santo Antonio	Sao Tome And Principe	Príncipe	STP
Gornji Milanovac	Gornji Milanovac	Serbia	Gornji Milanovac	SRB
Svrljig	Svrljig	Serbia	Svrljig	SRB
Novo Selo	Novo Selo	Macedonia	Novo Selo	MKD
Tam Kỳ	Tam Ky	Vietnam	Quảng Nam	VNM
Novaci	Novaci	Macedonia	Novaci	MKD
Luwero	Luwero	Uganda	Luwero	UGA
Radovljica	Radovljica	Slovenia	Radovljica	SVN
Rosoman	Rosoman	Macedonia	Rosoman	MKD
Lata	Lata	Solomon Islands	Temotu	SLB
Oranjestad	Oranjestad	Netherlands		NLD
Mullingar	Mullingar	Ireland	Westmeath	IRL
Mayuge	Mayuge	Uganda	Mayuge	UGA
‘Amrān	`Amran	Yemen	‘Amrān	YEM
Aïn Temouchent	Ain Temouchent	Algeria	Aïn Temouchent	DZA
Raška	Raska	Serbia	Raška	SRB
Longford	Longford	Ireland	Longford	IRL
Pirot	Pirot	Serbia	Pirot	SRB
Serravalle	Serravalle	San Marino	Serravalle	SMR
Prokuplje	Prokuplje	Serbia	Prokuplje	SRB
Brus	Brus	Serbia	Brus	SRB
Surdulica	Surdulica	Serbia	Surdulica	SRB
Bosilovo	Bosilovo	Macedonia	Bosilovo	MKD
Trbovlje	Trbovlje	Slovenia	Trbovlje	SVN
Ivančna Gorica	Ivancna Gorica	Slovenia	Ivančna Gorica	SVN
Nenagh	Nenagh	Ireland	Tipperary	IRL
Ub	Ub	Serbia	Ub	SRB
Lučani	Lucani	Serbia	Lučani	SRB
Muli	Muli	Maldives	Felidhu Atholhu	MDV
Kobarid	Kobarid	Slovenia	Kobarid	SVN
Labuan	Labuan	Malaysia	Labuan	MYS
Andrijevica	Andrijevica	Montenegro	Andrijevica	MNE
Halba	Halba	Lebanon	Aakkâr	LBN
Požega	Pozega	Serbia	Požega	SRB
Neno	Neno	Malawi	Neno	MWI
Isale	Isale	Burundi	Bujumbura Rural	BDI
Šmarje	Smarje	Slovenia	Šmarje pri Jelšah	SVN
Siaya	Siaya	Kenya	Siaya	KEN
Điện Biên Phủ	Dien Bien Phu	Vietnam	Điện Biên	VNM
Mahonda	Mahonda	Tanzania	Zanzibar North	TZA
Štore	Store	Slovenia	Štore	SVN
Konče	Konce	Macedonia	Konče	MKD
Kostanjevica na Krki	Kostanjevica na Krki	Slovenia	Kostanjevica na Krki	SVN
Smederevska Palanka	Smederevska Palanka	Serbia	Smederevska Palanka	SRB
Cerklje na Gorenjskem	Cerklje na Gorenjskem	Slovenia	Cerklje na Gorenjskem	SVN
Kasungu	Kasungu	Malawi	Kasungu	MWI
Rogaška Slatina	Rogaska Slatina	Slovenia	Rogaška Slatina	SVN
Chikwawa	Chikwawa	Malawi	Chikwawa	MWI
San Lawrenz	San Lawrenz	Malta	San Lawrenz	MLT
Šoštanj	Sostanj	Slovenia	Šoštanj	SVN
Namutumba	Namutumba	Uganda	Namutumba	UGA
Fonadhoo	Fonadhoo	Maldives	Hadhdhunmathi	MDV
Port Laoise	Port Laoise	Ireland	Laois	IRL
Rumonge	Rumonge	Burundi	Rumonge	BDI
Babušnica	Babusnica	Serbia	Babušnica	SRB
Vlasotince	Vlasotince	Serbia	Vlasotince	SRB
Ljubovija	Ljubovija	Serbia	Ljubovija	SRB
Manadhoo	Manadhoo	Maldives	Miladhunmadulu Dhekunuburi	MDV
Lajkovac	Lajkovac	Serbia	Lajkovac	SRB
Rostuša	Rostusa	Macedonia	Mavrovo i Rostuša	MKD
Scarborough	Scarborough	Trinidad And Tobago	Tobago	TTO
An Cabhán	An Cabhan	Ireland	Cavan	IRL
Kosjerić	Kosjeric	Serbia	Kosjerić	SRB
Mionica	Mionica	Serbia	Mionica	SRB
Al Khawr	Al Khawr	Qatar	Al Khawr wa adh Dhakhīrah	QAT
Kaliro	Kaliro	Uganda	Kaliro	UGA
Bela Palanka	Bela Palanka	Serbia	Bela Palanka	SRB
Asaba	Asaba	Nigeria	Delta	NGA
Eenhana	Eenhana	Namibia	Ohangwena	NAM
Amudat	Amudat	Uganda	Amudat	UGA
Aïn Defla	Ain Defla	Algeria	Aïn Defla	DZA
Bukwo	Bukwo	Uganda	Bukwa	UGA
Diego Martin	Diego Martin	Trinidad And Tobago	Diego Martin	TTO
Prebold	Prebold	Slovenia	Prebold	SVN
Sélibaby	Selibaby	Mauritania	Guidimaka	MRT
Point Fortin	Point Fortin	Trinidad And Tobago	Point Fortin	TTO
Mādabā	Madaba	Jordan	Ma’dabā	JOR
Obleševo	Oblesevo	Macedonia	Češinovo-Obleševo	MKD
Tulagi	Tulagi	Solomon Islands	Central	SLB
Imdina	Imdina	Malta	Imdina	MLT
Kapenguria	Kapenguria	Kenya	West Pokot	KEN
Širvintos	Sirvintos	Lithuania	Širvintos	LTU
Kibiito	Kibiito	Uganda	Kabarole	UGA
Rankovce	Rankovce	Macedonia	Rankovce	MKD
Petrovec	Petrovec	Macedonia	Petrovec	MKD
Yenagoa	Yenagoa	Nigeria	Bayelsa	NGA
Varaždin	Varazdin	Croatia	Varaždinska Županija	HRV
Umm Şalāl ‘Alī	Umm Salal `Ali	Qatar	Umm Şalāl	QAT
Lakatoro	Lakatoro	Vanuatu	Malampa	VUT
Kibuku	Kibuku	Uganda	Kibuku	UGA
Sremska Mitrovica	Sremska Mitrovica	Serbia	Sremska Mitrovica	SRB
Hvalba	Hvalba	Faroe Islands		FRO
Miklavž na Dravskem Polju	Miklavz na Dravskem Polju	Slovenia	Miklavž na Dravskem Polju	SVN
Qubadlı	Qubadli	Azerbaijan	Qubadlı	AZE
Aranguez	Aranguez	Trinidad And Tobago	San Juan/Laventille	TTO
Maracha	Maracha	Uganda	Maracha	UGA
Mozirje	Mozirje	Slovenia	Mozirje	SVN
Požarevac	Pozarevac	Serbia	Požarevac	SRB
Krupanj	Krupanj	Serbia	Krupanj	SRB
Lai Châu	Lai Chau	Vietnam	Lai Châu	VNM
Karbinci	Karbinci	Macedonia	Karbinci	MKD
Vasilevo	Vasilevo	Macedonia	Vasilevo	MKD
Polzela	Polzela	Slovenia	Polzela	SVN
Bangar	Bangar	Brunei	Temburong	BRN
Knjaževac	Knjazevac	Serbia	Knjaževac	SRB
Đồng Xoài	Dong Xoai	Vietnam	Bình Phước	VNM
Picos	Picos	Cabo Verde	São Salvador do Mundo	CPV
Zaječar	Zajecar	Serbia	Zaječar	SRB
Paraćin	Paracin	Serbia	Paraćin	SRB
The Bottom	The Bottom	Netherlands		NLD
Lebane	Lebane	Serbia	Lebane	SRB
Dowa	Dowa	Malawi	Dowa	MWI
Cibitoke	Cibitoke	Burundi	Cibitoke	BDI
Buikwe	Buikwe	Uganda	Buikwe	UGA
Kagadi	Kagadi	Uganda	Kibaale	UGA
Borgo Maggiore	Borgo Maggiore	San Marino	Borgo Maggiore	SMR
Đà Lạt	Da Lat	Vietnam	Lâm Đồng	VNM
Binyin	Binyin	Uganda	Kween	UGA
Għasri	Ghasri	Malta	Għasri	MLT
Rača	Raca	Serbia	Rača	SRB
Mila	Mila	Algeria	Mila	DZA
Bulambuli	Bulambuli	Uganda	Bulambuli	UGA
Suong	Suong	Cambodia	Tbong Khmum	KHM
Aileu	Aileu	Timor-Leste	Aileu	TLS
Makedonski Brod	Makedonski Brod	Macedonia	Makedonski Brod	MKD
Aleksinac	Aleksinac	Serbia	Aleksinac	SRB
Vwawa	Vwawa	Tanzania	Mbeya	TZA
Planken	Planken	Liechtenstein	Planken	LIE
Al Buraymī	Al Buraymi	Oman	Al Buraymī	OMN
Medvode	Medvode	Slovenia	Medvode	SVN
Staro Nagoričane	Staro Nagoricane	Macedonia	Staro Nagoričane	MKD
Osečina	Osecina	Serbia	Osečina	SRB
Demir Hisar	Demir Hisar	Macedonia	Demir Hisar	MKD
Weno	Weno	Federated States of Micronesia	Chuuk	FSM
Komenda	Komenda	Slovenia	Komenda	SVN
Jincheng	Jincheng	Taiwan	Kinmen	TWN
Brezovica	Brezovica	Slovenia	Brezovica	SVN
Šmartno	Smartno	Slovenia	Šmartno pri Litiji	SVN
Moravče	Moravce	Slovenia	Moravče	SVN
Despotovac	Despotovac	Serbia	Despotovac	SRB
Čajetina	Cajetina	Serbia	Čajetina	SRB
Namayingo	Namayingo	Uganda	Namayingo	UGA
Lozovo	Lozovo	Macedonia	Lozovo	MKD
Apac	Apac	Uganda	Apac	UGA
Škofljica	Skofljica	Slovenia	Škofljica	SVN
Santa Cruz	Santa Cruz	Philippines	Laguna	PHL
Centar Župa	Centar Zupa	Macedonia	Centar Župa	MKD
Domagnano	Domagnano	San Marino	Domagnano	SMR
Ljig	Ljig	Serbia	Ljig	SRB
Inđija	Indija	Serbia	Inđija	SRB
Poljčane	Poljcane	Slovenia	Poljčane	SVN
Jegunovce	Jegunovce	Macedonia	Jegunovce	MKD
Mengeš	Menges	Slovenia	Mengeš	SVN
Butebo	Butebo	Uganda	Pallisa	UGA
Koani	Koani	Tanzania	Zanzibar Central/South	TZA
Tolmin	Tolmin	Slovenia	Tolmin	SVN
Varvarin	Varvarin	Serbia	Varvarin	SRB
Skopun	Skopun	Faroe Islands		FRO
Buala	Buala	Solomon Islands	Isabel	SLB
Ŏgujin	Ogujin	North Korea	P’yŏngyang	PRK
Samga-ri	Samga-ri	North Korea	P’yŏngyang	PRK
Gornji Petrovci	Gornji Petrovci	Slovenia	Gornji Petrovci	SVN
Preddvor	Preddvor	Slovenia	Preddvor	SVN
Ash Shīḩānīyah	Ash Shihaniyah	Qatar	Ar Rayyān	QAT
Kiryandongo	Kiryandongo	Uganda	Kiryandongo	UGA
Nazarje	Nazarje	Slovenia	Nazarje	SVN
Kon Tum	Kon Tum	Vietnam	Kon Tum	VNM
Zreče	Zrece	Slovenia	Zreče	SVN
Acquaviva	Acquaviva	San Marino	Acquaviva	SMR
Busesa	Busesa	Uganda	Iganga	UGA
Butaleja	Butaleja	Uganda	Butaleja	UGA
Dragomer	Dragomer	Slovenia	Log-Dragomer	SVN
Dhuusamarreeb	Dhuusamarreeb	Somalia	Galguduud	SOM
Miren	Miren	Slovenia	Miren-Kostanjevica	SVN
Brvenica	Brvenica	Macedonia	Brvenica	MKD
Fada	Fada	Chad	Ennedi-Ouest	TCD
Belčišta	Belcista	Macedonia	Debarca	MKD
Radenci	Radenci	Slovenia	Radenci	SVN
Spodnji Duplek	Spodnji Duplek	Slovenia	Duplek	SVN
Crna Trava	Crna Trava	Serbia	Crna Trava	SRB
Mali Zvornik	Mali Zvornik	Serbia	Mali Zvornik	SRB
Kanal	Kanal	Slovenia	Kanal	SVN
Hvannasund	Hvannasund	Faroe Islands		FRO
Afega	Afega	Samoa	Tuamasaga	WSM
Tišina	Tisina	Slovenia	Tišina	SVN
Muta	Muta	Slovenia	Muta	SVN
Bukomansimbi	Bukomansimbi	Uganda	Bukomansimbi	UGA
Dogbo	Dogbo	Benin	Couffo	BEN
Selnica ob Dravi	Selnica ob Dravi	Slovenia	Selnica ob Dravi	SVN
Fiorentino	Fiorentino	San Marino	Fiorentino	SMR
Luuka Town	Luuka Town	Uganda	Luuka	UGA
Spodnje Hoče	Spodnje Hoce	Slovenia	Hoče-Slivnica	SVN
Šentrupert	Sentrupert	Slovenia	Šentrupert	SVN
Dolneni	Dolneni	Macedonia	Dolneni	MKD
Abakaliki	Abakaliki	Nigeria	Ebonyi	NGA
Ljutomer	Ljutomer	Slovenia	Ljutomer	SVN
Namsan	Namsan	North Korea	Hwangnam	PRK
Blace	Blace	Serbia	Blace	SRB
Stari Trg	Stari Trg	Slovenia	Loška Dolina	SVN
Ruma	Ruma	Serbia	Ruma	SRB
Doljevac	Doljevac	Serbia	Doljevac	SRB
Pombas	Pombas	Cabo Verde	Paul	CPV
Az̧ Z̧a‘āyin	Az Za`ayin	Qatar	Az̧ Z̧a‘āyin	QAT
Batočina	Batocina	Serbia	Batočina	SRB
Mwatate	Mwatate	Kenya	Taita/Taveta	KEN
Colonia	Colonia	Federated States of Micronesia	Yap	FSM
Miragoâne	Miragoane	Haiti	Nippes	HTI
Ferizaj	Ferizaj	Kosovo	Ferizaj	XKS
Rače	Race	Slovenia	Rače-Fram	SVN
Šenčur	Sencur	Slovenia	Šenčur	SVN
Oplotnica	Oplotnica	Slovenia	Oplotnica	SVN
Debe	Debe	Trinidad And Tobago	Penal/Debe	TTO
Wote	Wote	Kenya	Makueni	KEN
Serere	Serere	Uganda	Serere	UGA
Zombo	Zombo	Uganda	Zombo	UGA
Nsiika	Nsiika	Uganda	Buhweju	UGA
Akjoujt	Akjoujt	Mauritania	Inchiri	MRT
Šmartno	Smartno	Slovenia	Šmartno ob Paki	SVN
Negotin	Negotin	Serbia	Negotin	SRB
Lifford	Lifford	Ireland	Donegal	IRL
Rubanda	Rubanda	Uganda	Kabale	UGA
Aḑ Ḑāli‘	Ad Dali`	Yemen	Aḑ Ḑāli‘	YEM
Kajiado	Kajiado	Kenya	Kajiado	KEN
Ntara	Ntara	Uganda	Kamwenge	UGA
Sakété	Sakete	Benin	Plateau	BEN
Mirna	Mirna	Slovenia	Mirna	SVN
Prizren	Prizren	Kosovo	Prizren	XKS
Isangel	Isangel	Vanuatu	Tafea	VUT
Bistrica ob Sotli	Bistrica ob Sotli	Slovenia	Bistrica ob Sotli	SVN
Montegiardino	Montegiardino	San Marino	Montegiardino	SMR
Dapaong	Dapaong	Togo	Savanes	TGO
Toftir	Toftir	Faroe Islands		FRO
Kalungu	Kalungu	Uganda	Kalungu	UGA
Rukungiri	Rukungiri	Uganda	Rukungiri	UGA
Nelspruit	Nelspruit	South Africa	Mpumalanga	ZAF
Vitanje	Vitanje	Slovenia	Vitanje	SVN
Bushenyi	Bushenyi	Uganda	Buhweju	UGA
Samraong	Samraong	Cambodia	Oddar Meanchey	KHM
Koprivnica	Koprivnica	Croatia	Koprivničko-Križevačka Županija	HRV
Gombe	Gombe	Uganda	Butambala	UGA
Kanungu	Kanungu	Uganda	Kanungu	UGA
